,User,Tweet,paper_text_processed,paper_text_processed_filtered
450,Fintechsolucion,"More than 45 teams of IT developers gather in London, New York and Singapore on Wednesday to take part in a 32-hour hackathon aiming to improve efficiency in derivatives and securities trading and show how a new standard could slash costs by US$4bn or more a year.","more than 45 teams of it developers gather in london, new york and singapore on wednesday to take part in a 32-hour hackathon aiming to improve efficiency in derivatives and securities trading and show how a new standard could slash costs by us$4bn or more a year.","45 team developer gather london, new york singapore wednesday take part 32-hour hackathon aiming improve efficiency derivative security trading show new standard could slash cost us$4bn year."
451,Digivizer,"Last Friday our Digivizer teams in Singapore, Thailand and Indonesia live-covered the @Microsoft AI for Good Hackathon. Well done team Digi #Asia and Microsoft for your every day commitment to inclusive workplaces and accessible technologies!

#aiforgood #digitalinclusion https://t.co/CV54iKpE9H","last friday our digivizer teams in singapore, thailand and indonesia live-covered the @microsoft ai for good hackathon. well done team digi #asia and microsoft for your every day commitment to inclusive workplaces and accessible technologies!

#aiforgood #digitalinclusion ","last friday digivizer team singapore, thailand indonesia live-covered @microsoft ai good hackathon. well done team digi #asia microsoft every day commitment inclusive workplace accessible technologies!

#aiforgood #digitalinclusion "
452,LetsTalkSG,"Today
NASA Space Apps Challenge Pre-Hackathon Workshop

14 Oct 2019
32 Carpenter street
@SGInnovate

#PadangCo @UP_Singapore

#LetsTalkCity #SpaceTech #NASAApps #Pre_Hackathon
#Singapore #SoutheastAsia
https://t.co/Ughfx8luUp https://t.co/v5abYvWSn7","today
nasa space apps challenge pre-hackathon workshop

14 oct 2019
32 carpenter street
@sginnovate

#padangco @up_singapore

#letstalkcity #spacetech #nasaapps #pre_hackathon
#singapore #southeastasia
 ","today
nasa space apps challenge pre-hackathon workshop

14 oct 2019
32 carpenter street
@sginnovate

#padangco @up_singapore

#letstalkcity #spacetech #nasaapps #pre_hackathon
#singapore #southeastasia
 "
453,BestSkills9,How We Tried To Fight Ecommerce Fraud at JunctionX Singapore Hackathon https://t.co/6MUU6w4jNd,how we tried to fight ecommerce fraud at junctionx singapore hackathon ,tried fight ecommerce fraud junctionx singapore hackathon 
454,MeKanhaiyakumar,A Youtube video you might like https://t.co/3eq2wvFyjR PM Narendra Modi's Address | Singapore India Hackathon 2019,a youtube video you might like  pm narendra modi's address | singapore india hackathon 2019,youtube video might like  pm narendra modi's address | singapore india hackathon 2019
455,VeAperez,How We Tried To Fight Ecommerce Fraud at JunctionX Singapore Hackathon https://t.co/ejSBmTHUsh #business #blockchain #oilandgas #entrepreneur https://t.co/DOKTrti87K,how we tried to fight ecommerce fraud at junctionx singapore hackathon  #business #blockchain #oilandgas #entrepreneur ,tried fight ecommerce fraud junctionx singapore hackathon  #business #blockchain #oilandgas #entrepreneur 
456,Vivek_H_Vadgama,How We Tried To Fight  Ecommerce Fraud at JunctionX Singapore Hackathon https://t.co/7w6kqPWYaq,how we tried to fight  ecommerce fraud at junctionx singapore hackathon ,tried fight  ecommerce fraud junctionx singapore hackathon 
457,evanderburg,How We Tried To Fight Ecommerce Fraud at JunctionX Singapore Hackathon https://t.co/PT2I9bCzhe https://t.co/GARQlnBoWg,how we tried to fight ecommerce fraud at junctionx singapore hackathon  ,tried fight ecommerce fraud junctionx singapore hackathon  
458,M157q_News_RSS,"How We Tried To Fight  Ecommerce Fraud at JunctionX Singapore Hackathon
https://t.co/so5gbemsVQ
It has been a while since I’ve been to a hackathon. I always love that hackathon as an avenue to build something quickly within the 48-hour time constraint, the opportunity to sharpen","how we tried to fight  ecommerce fraud at junctionx singapore hackathon

it has been a while since i’ve been to a hackathon. i always love that hackathon as an avenue to build something quickly within the 48-hour time constraint, the opportunity to sharpen","tried fight  ecommerce fraud junctionx singapore hackathon

it ha since i’ve hackathon. always love hackathon avenue build something quickly within 48-hour time constraint, opportunity sharpen"
459,hackernoon,"""How We Tried To Fight  Ecommerce Fraud at JunctionX Singapore Hackathon"" by @lcdvirgo https://t.co/7Y3z4Nq63w #ecommerce #hackathon","""how we tried to fight  ecommerce fraud at junctionx singapore hackathon"" by @lcdvirgo  #ecommerce #hackathon","""how tried fight  ecommerce fraud junctionx singapore hackathon"" @lcdvirgo  #ecommerce #hackathon"
460,netweight_,How We Tried To Fight  Ecommerce Fraud at JunctionX Singapore Hackathon on @hackernoon https://t.co/LqG4mruOoT #ecommerce #hackathon #fraud via @lcdvirgo,how we tried to fight  ecommerce fraud at junctionx singapore hackathon on @hackernoon  #ecommerce #hackathon #fraud via @lcdvirgo,tried fight  ecommerce fraud junctionx singapore hackathon @hackernoon  #ecommerce #hackathon #fraud via @lcdvirgo
461,ssabhishek2,PM Modi attends Singapore-India Hackathon - Narendra Modi https://t.co/bq6dr0hxGQ https://t.co/Tf4hstYZyC,pm modi attends singapore-india hackathon - narendra modi  ,pm modi attends singapore-india hackathon - narendra modi  
462,hackJunction,"#JunctionXSingapore was held for the very first time two weeks ago! An amazing venue overlooking the streets of Singapore and the intriguing themes truly inspired the hackers to create with technology 🤩

Thank you to everyone involved in this great event! 

#JunctionX #hackathon https://t.co/snjRjbTNT4","#junctionxsingapore was held for the very first time two weeks ago! an amazing venue overlooking the streets of singapore and the intriguing themes truly inspired the hackers to create with technology 🤩

thank you to everyone involved in this great event! 

#junctionx #hackathon ","#junctionxsingapore wa held first time two week ago! amazing venue overlooking street singapore intriguing theme truly inspired hacker create technology 🤩

thank everyone involved great event! 

#junctionx #hackathon "
463,sutdsg,"SUTD student Samson Yu (fifth from left, first picture), together with 2 NTU students and 3 students from India, came in second in the 36-hour Singapore-India Hackathon 2019 held in #IITMadras. https://t.co/MfkSK1OFG1 

#hackathon https://t.co/5BFlvQCnzQ","sutd student samson yu (fifth from left, first picture), together with 2 ntu students and 3 students from india, came in second in the 36-hour singapore-india hackathon 2019 held in #iitmadras.  

#hackathon ","sutd student samson yu (fifth left, first picture), together 2 ntu student 3 student india, came second 36-hour singapore-india hackathon 2019 held #iitmadras.  

#hackathon "
464,takuzoo3868,Singapore Cybersecurity Hackathon - HackSmith v3.0 https://t.co/LN3GHrdLP0 #Meetup #シンガポール,singapore cybersecurity hackathon - hacksmith v3.0  #meetup #シンガポール,singapore cybersecurity hackathon - hacksmith v3.0  #meetup #シンガポール
465,comshelf,PM Modi attends Singapore-India Hackathon https://t.co/aqqjkTw9Fn,pm modi attends singapore-india hackathon ,pm modi attends singapore-india hackathon 
466,YuriKobaya,"Qiskit Hackathon Singapore Begins! Thank you @HuangJunye @anuragsaharoy @Bingmanson and to our awesome coaches @microluciano @knzw16193338, Atsushi Matsuo, Rudy Raymond, Chris Wood. Thanks to @lizdurst for coming to commence this special event! #qiskithackathonsg https://t.co/BWbS1Oc5gK","qiskit hackathon singapore begins! thank you @huangjunye @anuragsaharoy @bingmanson and to our awesome coaches @microluciano @knzw16193338, atsushi matsuo, rudy raymond, chris wood. thanks to @lizdurst for coming to commence this special event! #qiskithackathonsg ","qiskit hackathon singapore begins! thank @huangjunye @anuragsaharoy @bingmanson awesome coach @microluciano @knzw16193338, atsushi matsuo, rudy raymond, chris wood. thanks @lizdurst coming commence special event! #qiskithackathonsg "
467,infoblazesea,"NASA Space Apps Challenge Pre-Hackathon Workshop

14 Oct 2019
32 Carpenter street
@SGInnovate

#PadangCo @UP_Singapore

#LetsTalkCity #SpaceTech #NASAApps #Pre_Hackathon
#Singapore #SoutheastAsia
https://t.co/qwlcWN6dfA
#Event_Singapore https://t.co/Q0m0AZ2OaC","nasa space apps challenge pre-hackathon workshop

14 oct 2019
32 carpenter street
@sginnovate

#padangco @up_singapore

#letstalkcity #spacetech #nasaapps #pre_hackathon
#singapore #southeastasia

#event_singapore ","nasa space apps challenge pre-hackathon workshop

14 oct 2019
32 carpenter street
@sginnovate

#padangco @up_singapore

#letstalkcity #spacetech #nasaapps #pre_hackathon
#singapore #southeastasia

#event_singapore "
468,LetsTalkSG,"NASA Space Apps Challenge Pre-Hackathon Workshop

14 Oct 2019
32 Carpenter street
@SGInnovate

#PadangCo @UP_Singapore

#LetsTalkCity #SpaceTech #NASAApps #Pre_Hackathon
#Singapore #SoutheastAsia
#Event_Singapore https://t.co/Ughfx8luUp https://t.co/0ezjJ8SfEH","nasa space apps challenge pre-hackathon workshop

14 oct 2019
32 carpenter street
@sginnovate

#padangco @up_singapore

#letstalkcity #spacetech #nasaapps #pre_hackathon
#singapore #southeastasia
#event_singapore  ","nasa space apps challenge pre-hackathon workshop

14 oct 2019
32 carpenter street
@sginnovate

#padangco @up_singapore

#letstalkcity #spacetech #nasaapps #pre_hackathon
#singapore #southeastasia
#event_singapore  "
469,trrohith,"I had the privilege to be selected as one of the 60 students from India to participate in the Singapore India Hackathon 2019. 

The teams formed were 3 students from India and 3 from Singapore with the grouping done by AICTE and MHRD with NTU. We also had…https://t.co/015j0JBV9b","i had the privilege to be selected as one of the 60 students from india to participate in the singapore india hackathon 2019. 

the teams formed were 3 students from india and 3 from singapore with the grouping done by aicte and mhrd with ntu. we also had…","privilege selected one 60 student india participate singapore india hackathon 2019. 

the team formed 3 student india 3 singapore grouping done aicte mhrd ntu. also had…"
470,pitra,"Di DBS Singapore sudah mulai mengkurasi recruitment dengan teknologi. Nantinya sistem akan memfilter yang layak utk diteruskan ke team HR. 
Untuk talent yg membutuhkan kemampuan teknis, ada program hack2hire, semacam hackathon yg biasa dilakukan startup.  #dbsxtechinasia2019 https://t.co/OyV8cOhexa","di dbs singapore sudah mulai mengkurasi recruitment dengan teknologi. nantinya sistem akan memfilter yang layak utk diteruskan ke team hr. 
untuk talent yg membutuhkan kemampuan teknis, ada program hack2hire, semacam hackathon yg biasa dilakukan startup.  #dbsxtechinasia2019 ","di db singapore sudah mulai mengkurasi recruitment dengan teknologi. nantinya sistem akan memfilter yang layak utk diteruskan ke team hr. 
untuk talent yg membutuhkan kemampuan teknis, ada program hack2hire, semacam hackathon yg biasa dilakukan startup.  #dbsxtechinasia2019 "
471,ecoangelhsu,The @yalenus #DataScience students in collab w/ @datadrivenlab is hosting the next datacollaboraton (data + collaboration + hackathon) Nov. 2. The theme is #Singapore's haze. Sign up to analyze data that can shed light on drivers + possible solutions! https://t.co/kGZZmNVEOV https://t.co/a0qRTJN6F8,the @yalenus #datascience students in collab w/ @datadrivenlab is hosting the next datacollaboraton (data + collaboration + hackathon) nov. 2. the theme is #singapore's haze. sign up to analyze data that can shed light on drivers + possible solutions!  ,@yalenus #datascience student collab w/ @datadrivenlab hosting next datacollaboraton (data + collaboration + hackathon) nov. 2. theme #singapore's haze. sign analyze data shed light driver + possible solutions!  
